A1,"15_clicks, 15_clicks, 13_clicks"
A12876,"3_clicks, 5_orders, 0_orders"
A12877,"5_orders, 0_orders, 9_orders"
A12878,"0_orders, 9_orders, 7_orders"
A12879,"9_orders, 7_orders, 5_orders"
A12880,"7_orders, 5_orders, 7_orders"
A12881,"5_orders, 7_orders, 11_orders"
A12882,"7_orders, 11_orders, 2_orders"
A12883,"11_orders, 2_orders, 5_orders"
A12884,"2_orders, 5_orders, 6_orders"
A12885,"5_orders, 6_orders, 5_orders"
A12886,"6_orders, 5_orders, 3_orders"
A12887,"5_orders, 3_orders, 2_orders"
A12888,"3_orders, 2_orders, 3_orders"
A12889,"2_orders, 3_orders, 4_orders"
A12890,"3_orders, 4_orders, 1_orders"
A12891,"4_orders, 1_orders, 5_orders"
A12892,"1_orders, 5_orders, 16_orders"
A12893,"5_orders, 16_orders, 18_orders"
A12894,"16_orders, 18_orders, 6_orders"
A12895,"18_orders, 6_orders, 1_orders"
A12896,"6_orders, 1_orders, 1_clicks"
A12897,"1_orders, 1_clicks, 16_clicks"
A12898,"1_carts, 12_clicks, 13_clicks"
A12899,"0_carts, 6_clicks, 9_clicks"
A12900,"4_clicks, 16_clicks, 9_carts"
A12901,"16_clicks, 9_carts, 8_clicks"
A12902,"8_carts, 8_carts, 13_clicks"
A12903,"8_carts, 13_clicks, 5_carts"
A12904,"13_clicks, 5_carts, 3_clicks"
A12905,"5_carts, 3_clicks, 3_carts"
A12906,"3_carts, 0_clicks, 9_clicks"
A12907,"0_clicks, 9_clicks, 17_carts"
A12908,"9_clicks, 17_carts, 12_clicks"
A12909,"17_carts, 12_clicks, 17_clicks"
A12910,"17_clicks, 7_clicks, 17_carts"
A12911,"7_clicks, 17_carts, 2_clicks"
A12912,"2_carts, 11_clicks, 13_clicks"
A12913,"13_carts, 15_clicks, 7_clicks"
A12914,"7_carts, 6_clicks, 7_clicks"
A12915,"7_carts, 0_clicks, 2_clicks"
A12916,"0_clicks, 2_clicks, 11_carts"
A12917,"2_clicks, 11_carts, 10_clicks"
A12918,"15_carts, 8_clicks, 8_carts"
A12919,"17_carts, 17_clicks, 7_clicks"
A12920,"7_clicks, 17_clicks, 12_carts"
A12921,"17_clicks, 12_carts, 1_clicks"
A12922,"16_clicks, 10_clicks, 4_carts"
A12923,"10_clicks, 4_carts, 15_clicks"
A12924,"15_carts, 17_clicks, 5_clicks"
A12925,"14_carts, 10_clicks, 3_clicks"
A12926,"3_carts, 2_clicks, 10_clicks"
A12927,"4_carts, 9_clicks, 12_clicks"
A12928,"7_carts, 9_clicks, 13_clicks"
A12929,"5_carts, 8_clicks, 7_clicks"
A12930,"7_carts, 8_clicks, 17_clicks"
A12931,"6_carts, 7_clicks, 7_clicks"
A12932,"15_clicks, 11_clicks, 15_carts"
A12933,"11_clicks, 15_carts, 11_carts"
A12934,"15_carts, 11_carts, 15_clicks"
A12935,"6_clicks, 17_clicks, 9_carts"
A12936,"17_clicks, 9_carts, 14_clicks"
A12937,"12_clicks, 5_clicks, 18_clicks"
A12938,"7_clicks, 8_clicks, 16_carts"
A12939,"8_clicks, 16_carts, 16_carts"
A12940,"16_carts, 16_carts, 0_clicks"
A12941,"0_carts, 16_clicks, 0_carts"
A12942,"16_clicks, 0_carts, 13_clicks"
A12943,"0_carts, 13_clicks, 11_clicks"
A12944,"9_carts, 9_carts, 9_carts"
A12945,"9_carts, 9_carts, 4_clicks"
A12946,"8_carts, 6_clicks, 2_clicks"
A12947,"6_carts, 1_clicks, 6_clicks"
A12948,"4_carts, 0_clicks, 4_clicks"
A12949,"4_clicks, 11_clicks, 11_orders"
A12950,"11_clicks, 11_orders, 6_orders"
A12951,"11_orders, 6_orders, 0_orders"
A12952,"15_clicks, 13_clicks, 18_clicks"
A12953,"12_clicks, 12_clicks, 16_carts"
A12954,"12_clicks, 16_carts, 16_clicks"
A12955,"16_carts, 16_clicks, 3_clicks"
A12956,"3_carts, 3_clicks, 11_clicks"
A12957,"2_clicks, 14_clicks, 12_clicks"
A12958,"3_carts, 10_clicks, 0_clicks"
A12959,"0_clicks, 4_clicks, 18_clicks"
A12960,"18_clicks, 3_clicks, 6_clicks"
A12961,"6_clicks, 6_carts, 3_orders"
A12962,"6_carts, 3_orders, 12_clicks"
A12963,"3_orders, 12_clicks, 12_clicks"
A12964,"1_clicks, 5_clicks, 18_clicks"
A12965,"16_clicks, 8_clicks, 9_clicks"
A12966,"18_clicks, 14_clicks, 16_clicks"
A12967,"18_clicks, 7_clicks, 10_clicks"
A12968,"14_clicks, 10_clicks, 3_carts"
A12969,"10_clicks, 3_carts, 7_clicks"
A12970,"3_carts, 7_clicks, 3_clicks"
A12971,"5_clicks, 2_clicks, 16_clicks"
A12972,"3_clicks, 14_clicks, 5_clicks"
A12973,"10_clicks, 7_clicks, 17_clicks"
A12974,"1_clicks, 3_clicks, 11_clicks"
A12975,"8_clicks, 8_orders, 8_clicks"
A12976,"4_clicks, 14_clicks"
A12977,"0_clicks, 1_clicks, 16_clicks"
A12978,"16_carts, 8_clicks, 1_clicks"
A12979,"4_carts, 9_carts, 17_clicks"
A12980,"9_carts, 17_clicks, 11_clicks"
A12981,"4_clicks, 5_clicks, 6_carts"
A12982,"5_clicks, 6_carts, 4_clicks"
A12983,"6_carts, 4_clicks, 0_clicks"
A12984,"11_carts, 2_clicks, 6_clicks"
A12985,"16_carts, 15_clicks, 9_clicks"
A12986,"15_clicks, 9_clicks, 15_carts"
A12987,"9_clicks, 15_carts, 11_clicks"
A12988,"15_carts, 18_clicks, 18_clicks"
A12989,"12_carts, 13_clicks, 7_clicks"
A12990,"18_clicks, 12_clicks, 17_clicks"
A12991,"8_clicks, 13_clicks, 18_carts"
A12992,"13_clicks, 18_carts, 3_carts"
A12993,"18_carts, 3_carts, 3_orders"
A12994,"3_carts, 3_orders, 18_orders"
A12995,"3_orders, 18_orders, 2_clicks"
A12996,"18_orders, 2_clicks, 15_clicks"
A12997,"3_clicks, 0_clicks, 16_clicks"
A12998,"0_clicks, 16_clicks, 18_clicks"
A12999,"10_clicks, 12_clicks, 8_clicks"
A13000,"12_carts, 8_clicks, 17_clicks"
A13001,"0_clicks, 4_clicks, 0_carts"
A13002,"0_carts, 0_clicks, 3_clicks"
A13003,"3_carts, 10_clicks, 10_carts"
A13004,"14_clicks, 2_clicks, 4_clicks"
A13005,"10_carts, 8_clicks, 18_clicks"
A13006,"18_carts, 18_carts, 16_clicks"
A13007,"18_carts, 16_clicks, 10_clicks"
A13008,"6_clicks, 15_clicks, 9_carts"
A13009,"15_clicks, 9_carts, 0_clicks"
A13010,"4_carts, 10_clicks, 10_carts"
A13011,"9_carts, 9_clicks, 4_orders"
A13012,"9_clicks, 4_orders, 9_carts"
A13013,"4_orders, 9_carts, 18_clicks"
A13014,"9_carts, 18_clicks, 0_clicks"
A13015,"8_carts, 10_clicks, 17_clicks"
A13016,"10_clicks, 17_clicks, 3_carts"
A13017,"17_clicks, 3_carts, 3_clicks"
A13018,"3_carts, 3_clicks, 17_clicks"
A13019,"0_clicks, 1_clicks, 10_carts"
A13020,"1_clicks, 10_carts, 13_clicks"
A13021,"10_carts, 13_clicks, 4_clicks"
A13022,"15_carts, 15_clicks, 6_clicks"
A13023,"13_clicks, 6_clicks, 7_clicks"
A13024,"12_clicks, 18_clicks, 13_clicks"
A13025,"18_clicks, 15_clicks, 11_carts"
A13026,"15_clicks, 11_carts, 11_clicks"
A13027,"16_clicks, 2_clicks, 18_clicks"
A13028,"4_clicks, 17_clicks, 7_clicks"
A13029,"2_clicks, 14_clicks"
A13030,"3_carts, 6_clicks, 1_carts"
A13031,"6_clicks, 1_carts, 16_clicks"
A13032,"1_carts, 16_clicks, 7_carts"
A13033,"16_clicks, 7_carts, 16_clicks"
A13034,"6_carts, 10_clicks, 17_clicks"
A13035,"18_clicks, 10_clicks, 2_clicks"
A13036,"18_carts, 8_clicks, 7_clicks"
A13037,"6_clicks, 10_clicks, 11_clicks"
A13038,"15_clicks, 11_clicks"
A13039,"8_carts, 6_clicks, 0_clicks"
A13040,"2_clicks, 8_clicks, 0_carts"
A13041,"8_clicks, 0_carts, 6_clicks"
A13042,"16_clicks, 5_clicks, 12_orders"
A13043,"5_clicks, 12_orders, 4_orders"
A13044,"12_orders, 4_orders, 1_orders"
A13045,"4_orders, 1_orders, 13_clicks"
A13046,"1_orders, 13_clicks, 13_clicks"
A13047,"6_carts, 2_clicks, 2_clicks"
A13048,"2_carts, 17_clicks, 3_carts"
A13049,"17_clicks, 3_carts, 2_clicks"
A13050,"3_carts, 2_clicks, 5_clicks"
A13051,"15_clicks, 13_clicks, 7_carts"
A13052,"13_clicks, 7_carts, 3_orders"
A13053,"7_carts, 3_orders, 2_orders"
A13054,"3_orders, 2_orders, 6_orders"
A13055,"2_orders, 6_orders, 7_orders"
A13056,"6_orders, 7_orders, 10_clicks"
A13057,"7_orders, 10_clicks, 15_clicks"
A13058,"16_carts, 2_clicks, 13_clicks"
A13059,"9_clicks, 11_clicks, 15_clicks"
A13060,"11_clicks, 17_clicks, 11_orders"
A13061,"17_clicks, 11_orders, 16_orders"
A13062,"11_orders, 16_orders, 0_clicks"
A13063,"16_orders, 0_clicks, 7_clicks"
A13064,"17_clicks, 11_clicks, 15_clicks"
A13065,"6_clicks, 6_carts, 11_orders"
A13066,"6_carts, 11_orders, 6_clicks"
A13067,"11_orders, 6_clicks, 4_clicks"
A13068,"17_clicks, 17_carts, 6_carts"
A13069,"17_carts, 6_carts, 4_carts"
A13070,"6_carts, 4_carts, 13_clicks"
A13071,"4_carts, 13_clicks, 17_clicks"
A13072,"0_carts, 7_clicks, 11_clicks"
A13073,"8_clicks, 9_clicks, 1_clicks"
A13074,"9_clicks, 11_clicks, 3_clicks"
A13075,"3_carts, 7_clicks, 0_clicks"
A13076,"7_clicks, 14_clicks, 15_clicks"
A13077,"17_carts, 12_clicks, 10_clicks"
A13078,"2_carts, 2_clicks, 13_clicks"
A13079,"5_carts, 9_clicks, 5_clicks"
A13080,"10_carts, 2_clicks, 16_clicks"
A13081,"14_carts, 14_carts, 12_clicks"
A13082,"0_carts, 12_clicks, 14_clicks"
A13083,"4_carts, 1_clicks, 4_clicks"
A13084,"6_clicks, 8_clicks, 18_clicks"
A13085,"3_carts, 16_clicks, 4_clicks"
A13086,"11_clicks, 14_clicks, 12_clicks"
A13087,"5_clicks, 18_clicks, 7_clicks"
A13088,"7_clicks, 17_orders, 14_orders"
A13089,"17_orders, 14_orders, 3_clicks"
A13090,"14_orders, 3_clicks, 7_clicks"
A13091,"3_clicks, 6_clicks, 3_carts"
A13092,"6_clicks, 3_carts, 3_clicks"
A13093,"5_carts, 6_clicks, 14_carts"
A13094,"6_clicks, 14_carts, 16_carts"
A13095,"14_carts, 16_carts, 17_clicks"
A13096,"17_carts, 0_clicks, 6_clicks"
A13097,"1_carts, 14_clicks, 5_clicks"
A13098,"14_clicks, 5_clicks, 9_carts"
A13099,"5_clicks, 9_carts, 0_clicks"
A13100,"4_carts, 6_clicks, 14_clicks"
A13101,"10_carts, 17_clicks, 0_clicks"
A13102,"13_carts, 15_clicks, 15_clicks"
A13103,"7_clicks, 11_clicks, 14_clicks"
A13104,"11_clicks, 14_clicks, 1_clicks"
A13105,"4_carts, 2_clicks, 16_clicks"
A13106,"15_clicks, 7_clicks, 1_carts"
A13107,"7_clicks, 1_carts, 10_clicks"
A13108,"1_carts, 10_clicks, 5_clicks"
A13109,"5_clicks, 1_clicks, 10_orders"
A13110,"1_clicks, 10_orders, 17_orders"
A13111,"10_orders, 17_orders, 13_orders"
A13112,"17_orders, 13_orders, 1_orders"
A13113,"13_orders, 1_orders, 5_clicks"
A13114,"1_orders, 5_clicks, 5_carts"
A13115,"5_carts, 13_clicks, 1_clicks"
A13116,"13_carts, 3_clicks, 14_clicks"
A13117,"16_clicks, 1_clicks, 4_clicks"
A13118,"10_carts, 2_clicks, 11_clicks"
A13119,"18_carts, 17_clicks, 1_clicks"
A13120,"0_clicks, 12_clicks, 18_clicks"
A13121,"16_carts, 17_clicks, 16_clicks"
A13122,"16_carts, 13_clicks, 14_clicks"
A13123,"7_clicks, 3_clicks, 14_clicks"
A13124,"10_clicks, 3_clicks, 14_carts"
A13125,"10_clicks, 10_clicks, 12_carts"
A13126,"10_clicks, 12_carts, 17_clicks"
A13127,"1_carts, 0_clicks, 12_clicks"
A13128,"2_carts, 2_orders, 8_clicks"
A13129,"2_orders, 8_clicks, 12_clicks"
A13130,"11_carts, 11_orders, 3_clicks"
A13131,"11_orders, 3_clicks, 3_clicks"
A13132,"14_clicks, 3_clicks, 0_clicks"
A13133,"3_carts, 3_orders, 1_clicks"
A13134,"3_orders, 1_clicks, 18_clicks"
A13135,"1_clicks, 18_clicks, 16_clicks"
A13136,"15_carts, 5_clicks, 13_clicks"
A13137,"12_clicks, 9_clicks, 13_orders"
A13138,"9_clicks, 13_orders, 7_clicks"
A13139,"13_orders, 7_clicks, 7_carts"
A13140,"6_carts, 8_clicks, 10_clicks"
A13141,"17_carts, 3_clicks, 3_carts"
A13142,"7_orders, 3_orders, 6_orders"
A13143,"3_orders, 6_orders, 17_orders"
A13144,"6_orders, 17_orders, 6_orders"
A13145,"17_orders, 6_orders, 11_clicks"
A13146,"6_orders, 11_clicks, 12_clicks"
A13147,"15_carts, 1_clicks, 5_clicks"
A13148,"7_carts, 5_clicks, 7_clicks"
A13149,"5_clicks, 7_clicks, 17_carts"
A13150,"7_clicks, 17_carts, 5_carts"
A13151,"17_carts, 5_carts, 9_clicks"
A13152,"9_carts, 6_clicks, 13_clicks"
A13153,"4_clicks, 9_clicks, 17_carts"
A13154,"9_clicks, 17_carts, 15_clicks"
A13155,"17_carts, 15_clicks, 8_clicks"
A13156,"1_carts, 9_clicks, 0_clicks"
A13157,"8_carts, 6_clicks, 17_clicks"
A13158,"6_clicks, 17_clicks, 15_carts"
A13159,"17_clicks, 15_carts, 18_clicks"
A13160,"15_carts, 18_clicks, 8_clicks"
A13161,"18_clicks, 8_clicks, 15_clicks"
A13162,"15_carts, 5_clicks, 18_clicks"
A13163,"18_clicks, 9_clicks, 7_carts"
A13164,"6_carts, 7_clicks, 3_clicks"
A13165,"3_carts, 8_clicks, 18_clicks"
A13166,"8_carts, 5_clicks, 11_clicks"
A13167,"5_carts, 5_clicks, 15_orders"
A13168,"5_clicks, 15_orders, 3_orders"
A13169,"15_orders, 3_orders, 6_orders"
A13170,"3_orders, 6_orders, 5_orders"
A13171,"6_orders, 5_orders, 7_orders"
A13172,"5_orders, 7_orders, 15_orders"
A13173,"7_orders, 15_orders, 7_clicks"
A13174,"15_orders, 7_clicks, 17_clicks"
A13175,"7_carts, 7_carts, 7_orders"
A13176,"7_carts, 7_orders, 6_clicks"
A13177,"7_orders, 6_clicks, 6_carts"
A13178,"4_carts, 2_clicks, 2_carts"
A13179,"5_carts, 5_orders, 4_orders"
A13180,"5_orders, 4_orders, 6_orders"
A13181,"4_orders, 6_orders, 2_orders"
A13182,"6_orders, 2_orders, 15_orders"
A13183,"2_orders, 15_orders, 1_orders"
A13184,"15_orders, 1_orders, 16_clicks"
A13185,"1_orders, 16_clicks, 11_clicks"
A13186,"16_carts, 7_clicks, 16_clicks"
A13187,"18_clicks, 15_clicks, 11_clicks"
A13188,"1_clicks, 11_clicks, 0_clicks"
A13189,"2_carts, 6_clicks, 13_clicks"
A13190,"0_carts, 8_clicks, 4_clicks"
A13191,"18_clicks, 15_clicks, 4_clicks"
A13192,"8_clicks, 8_clicks, 7_orders"
A13193,"8_clicks, 7_orders, 15_clicks"
A13194,"7_orders, 15_clicks, 11_clicks"
A13195,"14_carts, 8_clicks, 0_clicks"
A13196,"13_orders, 14_orders, 12_clicks"
A13197,"14_orders, 12_clicks, 0_clicks"
A13198,"12_carts, 10_clicks, 1_clicks"
A13199,"13_carts, 13_orders, 16_clicks"
A13200,"13_orders, 16_clicks, 11_clicks"
A13201,"7_clicks, 0_clicks, 1_orders"
A13202,"0_clicks, 1_orders, 2_clicks"
A13203,"12_carts, 12_clicks, 16_clicks"
A13204,"12_carts, 12_clicks, 12_orders"
A13205,"12_orders, 16_clicks, 0_clicks"
A13206,"12_orders, 12_clicks, 4_clicks"
A13207,"6_clicks, 4_clicks, 6_carts"
A13208,"4_clicks, 6_carts, 8_carts"
A13209,"8_orders, 4_clicks, 3_clicks"
A13210,"9_carts, 12_clicks, 4_clicks"
A13211,"10_clicks, 12_clicks, 18_clicks"
A13212,"10_clicks, 7_carts, 7_clicks"
A13213,"6_clicks, 7_clicks"
A13214,"0_clicks, 6_clicks, 2_clicks"
A13215,"0_clicks, 1_clicks, 12_clicks"
A13216,"0_carts, 9_clicks, 4_clicks"
A13217,"1_carts, 14_clicks, 14_clicks"
A13218,"2_carts, 17_clicks, 0_clicks"
A13219,"9_carts, 10_clicks, 13_clicks"
A13220,"4_carts, 4_clicks, 7_clicks"
A13221,"13_carts, 1_clicks, 15_clicks"
A13222,"1_carts, 2_clicks, 11_clicks"
A13223,"12_carts, 9_clicks, 15_clicks"
A13224,"14_clicks, 4_clicks, 16_carts"
A13225,"4_clicks, 16_carts, 16_clicks"
A13226,"13_carts, 13_clicks, 9_clicks"
A13227,"13_clicks, 9_clicks, 10_carts"
A13228,"9_clicks, 10_carts, 7_clicks"
A13229,"7_carts, 5_clicks, 8_clicks"
A13230,"9_carts, 9_clicks, 14_clicks"
A13231,"13_clicks, 16_orders, 13_orders"
A13232,"16_orders, 13_orders, 9_clicks"
A13233,"13_orders, 9_clicks, 3_clicks"
A13234,"3_clicks, 1_clicks, 11_carts"
A13235,"1_clicks, 11_carts, 11_carts"
A13236,"11_carts, 13_clicks, 15_clicks"
A13237,"11_carts, 0_clicks, 14_clicks"
A13238,"14_carts, 1_clicks, 3_clicks"
A13239,"4_carts, 1_clicks, 1_clicks"
A13240,"6_carts, 2_clicks, 11_clicks"
A13241,"8_carts, 7_clicks, 4_clicks"
A13242,"5_clicks, 17_clicks, 18_clicks"
A13243,"18_clicks, 17_clicks, 17_carts"
A13244,"3_clicks, 11_clicks, 14_clicks"
A13245,"11_carts, 10_clicks, 11_clicks"
A13246,"9_carts, 9_carts, 6_clicks"
A13247,"9_carts, 6_clicks, 6_clicks"
A13248,"9_clicks, 9_clicks, 12_carts"
A13249,"9_clicks, 12_carts, 17_clicks"
A13250,"12_carts, 17_clicks, 4_clicks"
A13251,"4_clicks, 16_clicks, 18_clicks"
A13252,"17_clicks, 5_clicks, 14_carts"
A13253,"5_clicks, 14_carts, 12_clicks"
A13254,"14_carts, 12_clicks, 11_clicks"
A13255,"12_clicks, 11_clicks, 16_carts"
A13256,"11_clicks, 16_carts, 14_clicks"
A13257,"17_clicks, 4_clicks, 15_clicks"
A13258,"15_clicks, 18_clicks, 10_clicks"
A13259,"12_clicks, 14_clicks, 7_carts"
A13260,"14_clicks, 7_carts, 12_clicks"
A13261,"12_carts, 14_clicks, 14_clicks"
A13262,"14_carts, 5_clicks, 2_clicks"
A13263,"5_clicks, 14_clicks, 11_carts"
A13264,"14_clicks, 11_carts, 1_clicks"
A13265,"11_carts, 1_clicks, 15_clicks"
A13266,"18_carts, 10_clicks, 6_clicks"
A13267,"17_carts, 9_clicks, 2_clicks"
A13268,"11_carts, 12_clicks, 8_clicks"
A13269,"5_clicks, 2_clicks, 11_orders"
A13270,"2_clicks, 11_orders, 16_orders"
A13271,"11_orders, 16_orders, 11_orders"
A13272,"16_orders, 11_orders, 17_orders"
A13273,"11_orders, 17_orders, 18_orders"
A13274,"17_orders, 18_orders, 8_clicks"
A13275,"18_orders, 8_clicks, 9_clicks"
A13276,"5_carts, 9_clicks, 1_clicks"
A13277,"9_carts, 9_orders, 18_clicks"
A13278,"9_orders, 18_clicks, 18_carts"
A13279,"3_clicks, 10_carts, 11_clicks"
A13280,"10_carts, 11_clicks, 9_clicks"
A13281,"3_carts, 3_clicks, 0_clicks"
A13282,"14_clicks, 9_clicks, 5_carts"
A13283,"9_clicks, 5_carts, 11_clicks"
A13284,"8_carts, 8_clicks, 3_orders"
A13285,"8_clicks, 3_orders, 6_orders"
A13286,"3_orders, 6_orders, 4_orders"
A13287,"6_orders, 4_orders, 2_orders"
A13288,"4_orders, 2_orders, 17_orders"
A13289,"2_orders, 17_orders, 5_orders"
A13290,"17_orders, 5_orders, 5_orders"
A13291,"5_orders, 5_orders, 3_orders"
A13292,"5_orders, 3_orders, 8_carts"
A13293,"3_orders, 8_carts, 13_carts"
A13294,"8_carts, 13_carts, 10_carts"
A13295,"13_carts, 10_carts, 13_clicks"
A13296,"10_carts, 13_clicks, 8_orders"
A13297,"13_clicks, 8_orders, 13_orders"
A13298,"8_orders, 13_orders, 10_orders"
A13299,"13_orders, 10_orders, 10_clicks"
A13300,"10_orders, 10_clicks, 8_carts"
A13301,"10_clicks, 8_carts, 13_clicks"
A13302,"8_carts, 13_clicks, 5_clicks"
A13303,"5_carts, 3_clicks, 3_clicks"
A13304,"4_clicks, 0_clicks, 5_orders"
A13305,"0_clicks, 5_orders, 5_orders"
A13306,"5_orders, 3_orders, 3_orders"
A13307,"3_orders, 3_orders, 5_orders"
A13308,"3_orders, 5_orders, 9_clicks"
A13309,"5_orders, 9_clicks, 11_clicks"
A13310,"12_orders, 12_clicks, 12_clicks"
A13311,"5_clicks, 5_clicks, 10_carts"
A13312,"5_clicks, 10_carts, 3_clicks"
A13313,"10_carts, 3_clicks, 10_carts"
A13314,"3_clicks, 10_carts, 10_carts"
A13315,"10_carts, 10_carts, 2_clicks"
A13316,"10_carts, 2_clicks, 17_clicks"
A13317,"2_carts, 10_clicks, 3_clicks"
A13318,"3_carts, 10_clicks, 11_carts"
A13319,"10_clicks, 11_carts, 12_clicks"
A13320,"13_clicks, 15_clicks, 16_carts"
A13321,"15_clicks, 16_carts, 3_clicks"
A13322,"16_carts, 3_clicks, 2_orders"
A13323,"3_clicks, 2_orders, 10_orders"
A13324,"2_orders, 10_orders, 10_orders"
A13325,"10_orders, 10_orders, 11_orders"
A13326,"10_orders, 11_orders, 3_orders"
A13327,"11_orders, 3_orders, 16_clicks"
A13328,"3_orders, 16_clicks, 5_clicks"
A13329,"17_clicks, 17_orders, 13_orders"
A13330,"13_orders, 1_orders, 15_orders"
A13331,"1_orders, 15_orders, 16_orders"
A13332,"15_orders, 16_orders, 11_orders"
A13333,"16_orders, 11_orders, 7_orders"
A13334,"11_orders, 7_orders, 9_orders"
A13335,"9_orders, 0_orders, 14_orders"
A13336,"0_orders, 14_orders, 10_orders"
A13337,"14_orders, 10_orders, 17_orders"
A13338,"10_orders, 17_orders, 12_orders"
A13339,"17_orders, 12_orders, 1_orders"
A13340,"12_orders, 1_orders, 7_orders"
A13341,"1_orders, 7_orders, 2_orders"
A13342,"7_orders, 2_orders, 17_orders"
A13343,"2_orders, 17_orders, 6_orders"
A13344,"17_orders, 6_orders, 4_orders"
A13345,"6_orders, 4_orders, 3_orders"
A13346,"4_orders, 3_orders, 15_clicks"
A13347,"3_orders, 15_clicks, 10_clicks"
A13348,"8_clicks, 3_clicks, 14_carts"
A13349,"3_clicks, 14_carts, 3_clicks"
A13350,"3_carts, 6_clicks, 17_clicks"
A13351,"4_clicks, 7_clicks, 3_carts"
A13352,"7_clicks, 3_carts, 16_clicks"
A13353,"16_clicks, 1_clicks, 12_carts"
A13354,"1_clicks, 12_carts, 12_clicks"
A13355,"9_clicks, 12_clicks, 6_carts"
A13356,"12_clicks, 6_carts, 15_clicks"
A13357,"6_carts, 15_clicks, 17_clicks"
A13358,"11_clicks, 12_clicks, 8_carts"
A13359,"12_clicks, 8_carts, 12_clicks"
A13360,"11_carts, 16_clicks, 8_clicks"
A13361,"5_clicks, 5_clicks, 14_carts"
A13362,"10_clicks, 8_carts, 10_carts"
A13363,"8_carts, 10_carts, 10_clicks"
A13364,"8_clicks, 3_clicks, 14_orders"
A13365,"3_clicks, 14_orders, 10_orders"
A13366,"14_orders, 10_orders, 14_carts"
A13367,"10_orders, 14_carts, 3_carts"
A13368,"14_carts, 3_carts, 3_carts"
A13369,"3_carts, 3_carts, 3_carts"
A13370,"3_carts, 3_carts, 12_carts"
A13371,"3_carts, 12_carts, 12_clicks"
A13372,"12_carts, 12_clicks, 3_orders"
A13373,"12_clicks, 3_orders, 3_orders"
A13374,"3_orders, 3_orders, 14_orders"
A13375,"3_orders, 14_orders, 12_orders"
A13376,"14_orders, 12_orders, 12_clicks"
A13377,"12_orders, 12_clicks, 6_clicks"
A13378,"14_carts, 14_orders, 2_clicks"
A13379,"3_clicks, 11_clicks, 16_carts"
A13380,"11_clicks, 16_carts, 12_clicks"
A13381,"9_carts, 17_clicks, 2_clicks"
A13382,"16_carts, 16_carts, 17_carts"
A13383,"16_carts, 17_carts, 16_clicks"
A13384,"17_carts, 16_clicks, 1_carts"
A13385,"16_clicks, 1_carts, 11_carts"
A13386,"1_carts, 11_carts, 8_clicks"
A13387,"11_carts, 8_clicks, 10_carts"
A13388,"8_clicks, 10_carts, 16_clicks"
A13389,"11_carts, 11_carts, 16_orders"
A13390,"11_carts, 16_orders, 16_orders"
A13391,"16_orders, 16_orders, 11_orders"
A13392,"11_orders, 17_orders, 1_orders"
A13393,"17_orders, 1_orders, 11_orders"
A13394,"1_orders, 11_orders, 11_orders"
A13395,"11_orders, 11_orders, 9_orders"
A13396,"11_orders, 9_orders, 10_clicks"
A13397,"9_orders, 10_clicks, 10_clicks"
A13398,"10_carts, 10_orders, 12_clicks"
A13399,"10_orders, 12_clicks, 5_clicks"
A13400,"6_clicks, 6_clicks, 8_carts"
A13401,"6_clicks, 8_carts, 13_clicks"
A13402,"8_carts, 13_clicks, 6_carts"
A13403,"13_clicks, 6_carts, 13_clicks"
A13404,"6_carts, 13_clicks, 0_clicks"
A13405,"6_carts, 14_clicks, 2_carts"
A13406,"5_clicks, 5_clicks, 17_carts"
A13407,"5_clicks, 17_carts, 8_clicks"
A13408,"17_carts, 7_clicks, 16_clicks"
A13409,"16_carts, 14_clicks, 18_clicks"
A13410,"14_clicks, 18_clicks, 16_clicks"
A13411,"0_clicks, 0_carts, 6_orders"
A13412,"0_carts, 6_orders, 16_orders"
A13413,"6_orders, 16_orders, 16_orders"
A13414,"16_orders, 16_orders, 2_orders"
A13415,"16_orders, 2_orders, 0_orders"
A13416,"2_orders, 0_orders, 0_orders"
A13417,"17_orders, 17_orders, 2_orders"
A13418,"17_orders, 2_orders, 6_orders"
A13419,"2_orders, 6_orders, 8_orders"
A13420,"6_orders, 8_orders, 8_orders"
A13421,"8_orders, 8_orders, 3_clicks"
A13422,"8_orders, 3_clicks, 13_clicks"
A13423,"9_clicks, 12_clicks, 3_carts"
A13424,"12_clicks, 3_carts, 3_carts"
A13425,"3_carts, 3_orders, 3_orders"
A13426,"3_orders, 3_orders, 12_clicks"
A13427,"5_clicks, 14_clicks, 9_clicks"
A13428,"2_clicks, 12_clicks, 18_clicks"
A13429,"1_clicks, 18_clicks, 7_clicks"
A13430,"2_clicks, 18_clicks, 11_clicks"
A13431,"17_clicks, 7_clicks, 11_clicks"
A13432,"15_clicks, 6_clicks, 8_clicks"
A13433,"16_carts, 6_clicks, 6_carts"
A13434,"6_carts, 8_carts, 15_clicks"
A13435,"8_carts, 15_clicks, 6_clicks"
A13436,"3_carts, 0_clicks, 0_clicks"
A13437,"0_clicks, 7_clicks, 17_clicks"
A13438,"0_carts, 3_clicks, 17_clicks"
A13439,"1_clicks, 0_clicks, 17_clicks"
A13440,"0_clicks, 17_clicks, 6_carts"
A13441,"17_clicks, 6_carts, 5_clicks"
A13442,"6_carts, 5_clicks, 9_clicks"
A13443,"5_clicks, 15_clicks, 16_carts"
A13444,"15_clicks, 16_carts, 8_clicks"
A13445,"16_carts, 8_clicks, 2_clicks"
